clean_prompt,clean_gt_answer,corrupted_prompt,corrupted_gt_answer,clean_operand1,clean_operand2,corrupted_operand1,corrupted_operand2
Each magic potion needs 12 dragon scales. How many scales for 2 potions?,24,Each magic potion needs 40 dragon scales. How many scales for 20 potions?,800,12,2,40,20
Each magic potion needs 38 dragon scales. How many scales for 19 potions?,722,Each magic potion needs 48 dragon scales. How many scales for 16 potions?,768,38,19,48,16
The dungeon has 36 traps per level. How many traps in 4 levels?,144,The dungeon has 43 traps per level. How many traps in 43 levels?,1849,36,4,43,43
The dungeon has 36 traps per level. How many traps in 18 levels?,648,The dungeon has 26 traps per level. How many traps in 2 levels?,52,36,18,26,2
Each spell costs 3 mana points. How much mana to cast 3 spells?,9,Each spell costs 15 mana points. How much mana to cast 3 spells?,45,3,3,15,3
Each spell costs 39 mana points. How much mana to cast 3 spells?,117,Each spell costs 24 mana points. How much mana to cast 6 spells?,144,39,3,24,6
The character earns 45 XP per quest. How much XP from 3 quests?,135,The character earns 41 XP per quest. How much XP from 41 quests?,1681,45,3,41,41
The character earns 9 XP per quest. How much XP from 3 quests?,27,The character earns 48 XP per quest. How much XP from 3 quests?,144,9,3,48,3
Each treasure chest holds 16 coins. How many coins in 4 chests?,64,Each treasure chest holds 40 coins. How many coins in 20 chests?,800,16,4,40,20
Each treasure chest holds 17 coins. How many coins in 17 chests?,289,Each treasure chest holds 45 coins. How many coins in 15 chests?,675,17,17,45,15
The castle has 50 passages per tower. How many passages in 2 towers?,100,The castle has 31 passages per tower. How many passages in 31 towers?,961,50,2,31,31
The castle has 40 passages per tower. How many passages in 5 towers?,200,The castle has 50 passages per tower. How many passages in 50 towers?,2500,40,5,50,50
Each monster drops 44 items. How many items from 11 monsters?,484,Each monster drops 39 items. How many items from 13 monsters?,507,44,11,39,13
Each monster drops 47 items. How many items from 47 monsters?,2209,Each monster drops 40 items. How many items from 8 monsters?,320,47,47,40,8
The spellbook has 19 pages per chapter. How many pages in 19 chapters?,361,The spellbook has 42 pages per chapter. How many pages in 6 chapters?,252,19,19,42,6
The spellbook has 40 pages per chapter. How many pages in 10 chapters?,400,The spellbook has 27 pages per chapter. How many pages in 9 chapters?,243,40,10,27,9
Each puzzle takes 26 moves to solve. How many moves for 13 puzzles?,338,Each puzzle takes 28 moves to solve. How many moves for 7 puzzles?,196,26,13,28,7
Each puzzle takes 45 moves to solve. How many moves for 5 puzzles?,225,Each puzzle takes 42 moves to solve. How many moves for 21 puzzles?,882,45,5,42,21
The game loads 25 textures per second. How many textures in 25 seconds?,625,The game loads 28 textures per second. How many textures in 7 seconds?,196,25,25,28,7
The game loads 40 textures per second. How many textures in 4 seconds?,160,The game loads 12 textures per second. How many textures in 3 seconds?,36,40,4,12,3
Each pyramid block weighs 29 tons. What is the total weight of 29 blocks?,841,Each pyramid block weighs 25 tons. What is the total weight of 5 blocks?,125,29,29,25,5
Each pyramid block weighs 28 tons. What is the total weight of 4 blocks?,112,Each pyramid block weighs 32 tons. What is the total weight of 16 blocks?,512,28,4,32,16
The scribe copies 46 pages daily. How many pages in 23 days?,1058,The scribe copies 12 pages daily. How many pages in 4 days?,48,46,23,12,4
The scribe copies 18 pages daily. How many pages in 2 days?,36,The scribe copies 18 pages daily. How many pages in 9 days?,162,18,2,18,9
Each Viking ship carries 36 warriors. How many warriors can 4 ships carry?,144,Each Viking ship carries 18 warriors. How many warriors can 18 ships carry?,324,36,4,18,18
Each Viking ship carries 24 warriors. How many warriors can 3 ships carry?,72,Each Viking ship carries 10 warriors. How many warriors can 10 ships carry?,100,24,3,10,10
The castle requires 37 stones per wall. How many stones for 37 walls?,1369,The castle requires 32 stones per wall. How many stones for 8 walls?,256,37,37,32,8
The castle requires 46 stones per wall. How many stones for 23 walls?,1058,The castle requires 42 stones per wall. How many stones for 2 walls?,84,46,23,42,2
Each Roman road segment is 10 miles long. How long is a road with 5 segments?,50,Each Roman road segment is 23 miles long. How long is a road with 23 segments?,529,10,5,23,23
Each Roman road segment is 38 miles long. How long is a road with 38 segments?,1444,Each Roman road segment is 36 miles long. How long is a road with 6 segments?,216,38,38,36,6
The revolution gains 48 supporters daily. How many supporters in 48 days?,2304,The revolution gains 6 supporters daily. How many supporters in 2 days?,12,48,48,6,2
The revolution gains 48 supporters daily. How many supporters in 16 days?,768,The revolution gains 36 supporters daily. How many supporters in 3 days?,108,48,16,36,3
Each samurai sword takes 3 hours to forge. How long to forge 3 swords?,9,Each samurai sword takes 34 hours to forge. How long to forge 2 swords?,68,3,3,34,2
Each samurai sword takes 30 hours to forge. How long to forge 5 swords?,150,Each samurai sword takes 38 hours to forge. How long to forge 38 swords?,1444,30,5,38,38
The caravan travels 46 miles daily. How far will it go in 46 days?,2116,The caravan travels 50 miles daily. How far will it go in 10 days?,500,46,46,50,10
The caravan travels 24 miles daily. How far will it go in 6 days?,144,The caravan travels 42 miles daily. How far will it go in 21 days?,882,24,6,42,21
Each Renaissance painting uses 28 pigments. How many pigments for 4 paintings?,112,Each Renaissance painting uses 40 pigments. How many pigments for 2 paintings?,80,28,4,40,2
Each Renaissance painting uses 42 pigments. How many pigments for 21 paintings?,882,Each Renaissance painting uses 6 pigments. How many pigments for 6 paintings?,36,42,21,6,6
The miner finds 32 ounces of gold weekly. How much gold in 32 weeks?,1024,The miner finds 20 ounces of gold weekly. How much gold in 4 weeks?,80,32,32,20,4
The miner finds 42 ounces of gold weekly. How much gold in 2 weeks?,84,The miner finds 16 ounces of gold weekly. How much gold in 8 weeks?,128,42,2,16,8
Each hurricane produces 45 inches of rain. How much rain will 45 hurricanes bring?,2025,Each hurricane produces 6 inches of rain. How much rain will 3 hurricanes bring?,18,45,45,6,3
Each hurricane produces 36 inches of rain. How much rain will 9 hurricanes bring?,324,Each hurricane produces 49 inches of rain. How much rain will 49 hurricanes bring?,2401,36,9,49,49
The blizzard drops 6 snowflakes per square inch. How many flakes will fall on 3 square inches?,18,The blizzard drops 39 snowflakes per square inch. How many flakes will fall on 13 square inches?,507,6,3,39,13
The blizzard drops 17 snowflakes per square inch. How many flakes will fall on 17 square inches?,289,The blizzard drops 21 snowflakes per square inch. How many flakes will fall on 3 square inches?,63,17,17,21,3
Each tornado damages 27 structures. How many structures will 9 tornadoes affect?,243,Each tornado damages 36 structures. How many structures will 3 tornadoes affect?,108,27,9,36,3
Each tornado damages 32 structures. How many structures will 4 tornadoes affect?,128,Each tornado damages 40 structures. How many structures will 20 tornadoes affect?,800,32,4,40,20
The heatwave increases energy demand by 32 megawatts daily. How much extra power will be needed over 32 days?,1024,The heatwave increases energy demand by 36 megawatts daily. How much extra power will be needed over 3 days?,108,32,32,36,3
The heatwave increases energy demand by 28 megawatts daily. How much extra power will be needed over 14 days?,392,The heatwave increases energy demand by 38 megawatts daily. How much extra power will be needed over 38 days?,1444,28,14,38,38
Each lightning strike releases 12 gigajoules. How much energy will 4 strikes release?,48,Each lightning strike releases 42 gigajoules. How much energy will 3 strikes release?,126,12,4,42,3
Each lightning strike releases 5 gigajoules. How much energy will 5 strikes release?,25,Each lightning strike releases 46 gigajoules. How much energy will 23 strikes release?,1058,5,5,46,23
The flood submerges 33 acres hourly. How many acres will be flooded in 33 hours?,1089,The flood submerges 24 acres hourly. How many acres will be flooded in 8 hours?,192,33,33,24,8
The flood submerges 11 acres hourly. How many acres will be flooded in 11 hours?,121,The flood submerges 8 acres hourly. How many acres will be flooded in 4 hours?,32,11,11,8,4
Each hailstorm produces 6 ice chunks per square yard. How many chunks will fall on 6 square yards?,36,Each hailstorm produces 26 ice chunks per square yard. How many chunks will fall on 13 square yards?,338,6,6,26,13
Each hailstorm produces 22 ice chunks per square yard. How many chunks will fall on 22 square yards?,484,Each hailstorm produces 6 ice chunks per square yard. How many chunks will fall on 2 square yards?,12,22,22,6,2
The drought lowers water levels by 18 feet monthly. How much will levels drop over 18 months?,324,The drought lowers water levels by 16 feet monthly. How much will levels drop over 8 months?,128,18,18,16,8
The drought lowers water levels by 42 feet monthly. How much will levels drop over 6 months?,252,The drought lowers water levels by 15 feet monthly. How much will levels drop over 15 months?,225,42,6,15,15
Each tsunami wave carries 24 tons of debris. How much debris will 4 waves move?,96,Each tsunami wave carries 42 tons of debris. How much debris will 2 waves move?,84,24,4,42,2
Each tsunami wave carries 27 tons of debris. How much debris will 3 waves move?,81,Each tsunami wave carries 35 tons of debris. How much debris will 7 waves move?,245,27,3,35,7
The sandstorm reduces visibility by 50 meters per minute. How much visibility will be lost in 25 minutes?,1250,The sandstorm reduces visibility by 15 meters per minute. How much visibility will be lost in 15 minutes?,225,50,25,15,15
The sandstorm reduces visibility by 20 meters per minute. How much visibility will be lost in 2 minutes?,40,The sandstorm reduces visibility by 30 meters per minute. How much visibility will be lost in 15 minutes?,450,20,2,30,15
Each whale consumes 48 krill daily. How many krill will 24 whales eat?,1152,Each whale consumes 48 krill daily. How many krill will 16 whales eat?,768,48,24,48,16
Each whale consumes 36 krill daily. How many krill will 2 whales eat?,72,Each whale consumes 36 krill daily. How many krill will 12 whales eat?,432,36,2,36,12
The coral reef grows 22 centimeters annually. How much will it grow in 11 years?,242,The coral reef grows 12 centimeters annually. How much will it grow in 3 years?,36,22,11,12,3
The coral reef grows 49 centimeters annually. How much will it grow in 49 years?,2401,The coral reef grows 26 centimeters annually. How much will it grow in 2 years?,52,49,49,26,2
Each sea turtle lays 30 eggs per nest. How many eggs will 6 nests contain?,180,Each sea turtle lays 50 eggs per nest. How many eggs will 5 nests contain?,250,30,6,50,5
Each sea turtle lays 16 eggs per nest. How many eggs will 2 nests contain?,32,Each sea turtle lays 33 eggs per nest. How many eggs will 11 nests contain?,363,16,2,33,11
The ocean current moves 39 miles daily. How far will objects drift in 13 days?,507,The ocean current moves 35 miles daily. How far will objects drift in 7 days?,245,39,13,35,7
The ocean current moves 11 miles daily. How far will objects drift in 11 days?,121,The ocean current moves 44 miles daily. How far will objects drift in 11 days?,484,11,11,44,11
Each phytoplankton cluster produces 33 oxygen molecules hourly. How much oxygen will 3 clusters produce?,99,Each phytoplankton cluster produces 4 oxygen molecules hourly. How much oxygen will 4 clusters produce?,16,33,3,4,4
Each phytoplankton cluster produces 38 oxygen molecules hourly. How much oxygen will 38 clusters produce?,1444,Each phytoplankton cluster produces 15 oxygen molecules hourly. How much oxygen will 3 clusters produce?,45,38,38,15,3
The kelp forest grows 34 feet monthly. How tall will it become after 34 months?,1156,The kelp forest grows 40 feet monthly. How tall will it become after 2 months?,80,34,34,40,2
The kelp forest grows 20 feet monthly. How tall will it become after 20 months?,400,The kelp forest grows 45 feet monthly. How tall will it become after 5 months?,225,20,20,45,5
Each fishing net catches 28 fish when full. How many fish will 4 full nets catch?,112,Each fishing net catches 46 fish when full. How many fish will 2 full nets catch?,92,28,4,46,2
Each fishing net catches 42 fish when full. How many fish will 14 full nets catch?,588,Each fishing net catches 42 fish when full. How many fish will 2 full nets catch?,84,42,14,42,2
The submarine explores 49 square miles daily. How much area can it survey in 49 days?,2401,The submarine explores 28 square miles daily. How much area can it survey in 2 days?,56,49,49,28,2
The submarine explores 32 square miles daily. How much area can it survey in 2 days?,64,The submarine explores 26 square miles daily. How much area can it survey in 2 days?,52,32,2,26,2
Each oyster filters 12 gallons of water hourly. How much water will 12 oysters filter?,144,Each oyster filters 28 gallons of water hourly. How much water will 14 oysters filter?,392,12,12,28,14
Each oyster filters 40 gallons of water hourly. How much water will 10 oysters filter?,400,Each oyster filters 26 gallons of water hourly. How much water will 2 oysters filter?,52,40,10,26,2
The tidal zone reveals 41 new species per survey. How many species might be found in 41 surveys?,1681,The tidal zone reveals 48 new species per survey. How many species might be found in 8 surveys?,384,41,41,48,8
The tidal zone reveals 50 new species per survey. How many species might be found in 50 surveys?,2500,The tidal zone reveals 36 new species per survey. How many species might be found in 3 surveys?,108,50,50,36,3
Each quantum computer performs 6 operations per second. How many operations in 6 seconds?,36,Each quantum computer performs 32 operations per second. How many operations in 4 seconds?,128,6,6,32,4
Each quantum computer performs 21 operations per second. How many operations in 3 seconds?,63,Each quantum computer performs 42 operations per second. How many operations in 21 seconds?,882,21,3,42,21
The nanobot swarm repairs 34 cells per minute. How many cells can it repair in 2 minutes?,68,The nanobot swarm repairs 27 cells per minute. How many cells can it repair in 9 minutes?,243,34,2,27,9
The nanobot swarm repairs 33 cells per minute. How many cells can it repair in 3 minutes?,99,The nanobot swarm repairs 28 cells per minute. How many cells can it repair in 14 minutes?,392,33,3,28,14
Each hologram projector uses 50 teraflops. How much processing power for 2 projectors?,100,Each hologram projector uses 28 teraflops. How much processing power for 7 projectors?,196,50,2,28,7
Each hologram projector uses 48 teraflops. How much processing power for 3 projectors?,144,Each hologram projector uses 4 teraflops. How much processing power for 2 projectors?,8,48,3,4,2
The fusion reactor generates 21 megawatts hourly. How much energy in 21 hours?,441,The fusion reactor generates 12 megawatts hourly. How much energy in 6 hours?,72,21,21,12,6
The fusion reactor generates 25 megawatts hourly. How much energy in 25 hours?,625,The fusion reactor generates 48 megawatts hourly. How much energy in 3 hours?,144,25,25,48,3
Each AI training cycle processes 25 data points. How many points in 25 cycles?,625,Each AI training cycle processes 42 data points. How many points in 6 cycles?,252,25,25,42,6
Each AI training cycle processes 42 data points. How many points in 42 cycles?,1764,Each AI training cycle processes 40 data points. How many points in 8 cycles?,320,42,42,40,8
The space elevator climbs 5 kilometers daily. How far will it ascend in 5 days?,25,The space elevator climbs 30 kilometers daily. How far will it ascend in 3 days?,90,5,5,30,3
The space elevator climbs 24 kilometers daily. How far will it ascend in 6 days?,144,The space elevator climbs 36 kilometers daily. How far will it ascend in 36 days?,1296,24,6,36,36
Each gene editor modifies 26 base pairs per second. How many edits in 2 seconds?,52,Each gene editor modifies 30 base pairs per second. How many edits in 10 seconds?,300,26,2,30,10
Each gene editor modifies 48 base pairs per second. How many edits in 24 seconds?,1152,Each gene editor modifies 35 base pairs per second. How many edits in 7 seconds?,245,48,24,35,7
The Mars colony uses 48 liters of water daily. How much water will be needed for 2 days?,96,The Mars colony uses 45 liters of water daily. How much water will be needed for 15 days?,675,48,2,45,15
The Mars colony uses 33 liters of water daily. How much water will be needed for 11 days?,363,The Mars colony uses 39 liters of water daily. How much water will be needed for 3 days?,117,33,11,39,3
Each exoskeleton lifts 47 kilograms. How much can 47 exoskeletons lift together?,2209,Each exoskeleton lifts 32 kilograms. How much can 8 exoskeletons lift together?,256,47,47,32,8
Each exoskeleton lifts 34 kilograms. How much can 2 exoskeletons lift together?,68,Each exoskeleton lifts 40 kilograms. How much can 20 exoskeletons lift together?,800,34,2,40,20
The drone makes 30 deliveries per hour. How many deliveries in 10 hours?,300,The drone makes 26 deliveries per hour. How many deliveries in 26 hours?,676,30,10,26,26
The drone makes 24 deliveries per hour. How many deliveries in 24 hours?,576,The drone makes 16 deliveries per hour. How many deliveries in 2 hours?,32,24,24,16,2
