clean_prompt,clean_gt_answer,corrupted_prompt,corrupted_gt_answer,clean_operand1,clean_operand2,corrupted_operand1,corrupted_operand2
The party found 17 coins distributed among 17 chests. What was the average per chest?,1,The party found 45 coins distributed among 15 chests. What was the average per chest?,3,17,17,45,15
Explorers mapped 50 passages across 2 towers. What was the average per tower?,25,Explorers mapped 31 passages across 31 towers. What was the average per tower?,1,50,2,31,31
Explorers mapped 40 passages across 5 towers. What was the average per tower?,8,Explorers mapped 50 passages across 50 towers. What was the average per tower?,1,40,5,50,50
Defeating 11 monsters yielded 44 items total. What was the average drop?,4,Defeating 13 monsters yielded 39 items total. What was the average drop?,3,44,11,39,13
Defeating 47 monsters yielded 47 items total. What was the average drop?,1,Defeating 8 monsters yielded 40 items total. What was the average drop?,5,47,47,40,8
The 19-chapter spellbook has 19 pages total. How many pages per chapter?,1,The 6-chapter spellbook has 42 pages total. How many pages per chapter?,7,19,19,42,6
The 10-chapter spellbook has 40 pages total. How many pages per chapter?,4,The 9-chapter spellbook has 27 pages total. How many pages per chapter?,3,40,10,27,9
Thomas made 26 moves total across 13 puzzles. What was the average per puzzle?,2,Thomas made 28 moves total across 7 puzzles. What was the average per puzzle?,4,26,13,28,7
Thomas made 45 moves total across 5 puzzles. What was the average per puzzle?,9,Thomas made 42 moves total across 21 puzzles. What was the average per puzzle?,2,45,5,42,21
The game loaded 25 textures over 25 seconds. What was the average loading speed?,1,The game loaded 28 textures over 7 seconds. What was the average loading speed?,4,25,25,28,7
The game loaded 40 textures over 4 seconds. What was the average loading speed?,10,The game loaded 12 textures over 3 seconds. What was the average loading speed?,4,40,4,12,3
The pyramid's 29 blocks weigh 29 tons total. What is the average block weight?,1,The pyramid's 5 blocks weigh 25 tons total. What is the average block weight?,5,29,29,25,5
The pyramid's 4 blocks weigh 28 tons total. What is the average block weight?,7,The pyramid's 16 blocks weigh 32 tons total. What is the average block weight?,2,28,4,32,16
The 46-page manuscript took 23 days to copy. What was the average daily output?,2,The 12-page manuscript took 4 days to copy. What was the average daily output?,3,46,23,12,4
The 18-page manuscript took 2 days to copy. What was the average daily output?,9,The 18-page manuscript took 9 days to copy. What was the average daily output?,2,18,2,18,9
The fleet of 4 ships transported 36 warriors total. What was the average per ship?,9,The fleet of 18 ships transported 18 warriors total. What was the average per ship?,1,36,4,18,18
The fleet of 3 ships transported 24 warriors total. What was the average per ship?,8,The fleet of 10 ships transported 10 warriors total. What was the average per ship?,1,24,3,10,10
Builders used 37 stones across 37 walls. What was the average per wall?,1,Builders used 32 stones across 8 walls. What was the average per wall?,4,37,37,32,8
Builders used 46 stones across 23 walls. What was the average per wall?,2,Builders used 42 stones across 2 walls. What was the average per wall?,21,46,23,42,2
The 10-mile road consists of 5 segments. What is the average segment length?,2,The 23-mile road consists of 23 segments. What is the average segment length?,1,10,5,23,23
The 38-mile road consists of 38 segments. What is the average segment length?,1,The 36-mile road consists of 6 segments. What is the average segment length?,6,38,38,36,6
The movement gained 48 supporters over 48 days. What was the average daily growth?,1,The movement gained 6 supporters over 2 days. What was the average daily growth?,3,48,48,6,2
The movement gained 48 supporters over 16 days. What was the average daily growth?,3,The movement gained 36 supporters over 3 days. What was the average daily growth?,12,48,16,36,3
The swordsmith spent 3 hours making 3 swords. What was the average time per sword?,1,The swordsmith spent 34 hours making 2 swords. What was the average time per sword?,17,3,3,34,2
The swordsmith spent 30 hours making 5 swords. What was the average time per sword?,6,The swordsmith spent 38 hours making 38 swords. What was the average time per sword?,1,30,5,38,38
The caravan covered 46 miles in 46 days. What was its average daily distance?,1,The caravan covered 50 miles in 10 days. What was its average daily distance?,5,46,46,50,10
The caravan covered 24 miles in 6 days. What was its average daily distance?,4,The caravan covered 42 miles in 21 days. What was its average daily distance?,2,24,6,42,21
Artists used 28 pigments across 4 paintings. What was the average per painting?,7,Artists used 40 pigments across 2 paintings. What was the average per painting?,20,28,4,40,2
Artists used 42 pigments across 21 paintings. What was the average per painting?,2,Artists used 6 pigments across 6 paintings. What was the average per painting?,1,42,21,6,6
The miner extracted 32 ounces over 32 weeks. What was the average weekly yield?,1,The miner extracted 20 ounces over 4 weeks. What was the average weekly yield?,5,32,32,20,4
The miner extracted 42 ounces over 2 weeks. What was the average weekly yield?,21,The miner extracted 16 ounces over 8 weeks. What was the average weekly yield?,2,42,2,16,8
The region received 45 inches of rain from 45 hurricanes. What was the average rainfall per hurricane?,1,The region received 6 inches of rain from 3 hurricanes. What was the average rainfall per hurricane?,2,45,45,6,3
The region received 36 inches of rain from 9 hurricanes. What was the average rainfall per hurricane?,4,The region received 49 inches of rain from 49 hurricanes. What was the average rainfall per hurricane?,1,36,9,49,49
Scientists measured 6 snowflakes across 3 square inches. What was the average snowflake density?,2,Scientists measured 39 snowflakes across 13 square inches. What was the average snowflake density?,3,6,3,39,13
Scientists measured 17 snowflakes across 17 square inches. What was the average snowflake density?,1,Scientists measured 21 snowflakes across 3 square inches. What was the average snowflake density?,7,17,17,21,3
The tornado outbreak damaged 27 structures across 9 tornadoes. What was the average damage per tornado?,3,The tornado outbreak damaged 36 structures across 3 tornadoes. What was the average damage per tornado?,12,27,9,36,3
The tornado outbreak damaged 32 structures across 4 tornadoes. What was the average damage per tornado?,8,The tornado outbreak damaged 40 structures across 20 tornadoes. What was the average damage per tornado?,2,32,4,40,20
Energy demand increased by 32 megawatts over 32 heatwave days. What was the average daily increase?,1,Energy demand increased by 36 megawatts over 3 heatwave days. What was the average daily increase?,12,32,32,36,3
Energy demand increased by 28 megawatts over 14 heatwave days. What was the average daily increase?,2,Energy demand increased by 38 megawatts over 38 heatwave days. What was the average daily increase?,1,28,14,38,38
The storm released 12 gigajoules through 4 lightning strikes. What was the average energy per strike?,3,The storm released 42 gigajoules through 3 lightning strikes. What was the average energy per strike?,14,12,4,42,3
The storm released 5 gigajoules through 5 lightning strikes. What was the average energy per strike?,1,The storm released 46 gigajoules through 23 lightning strikes. What was the average energy per strike?,2,5,5,46,23
The floodwaters covered 33 acres over 33 hours. What was the average expansion rate?,1,The floodwaters covered 24 acres over 8 hours. What was the average expansion rate?,3,33,33,24,8
The floodwaters covered 11 acres over 11 hours. What was the average expansion rate?,1,The floodwaters covered 8 acres over 4 hours. What was the average expansion rate?,2,11,11,8,4
The storm dropped 6 hailstones across 6 square yards. What was the average concentration?,1,The storm dropped 26 hailstones across 13 square yards. What was the average concentration?,2,6,6,26,13
The storm dropped 22 hailstones across 22 square yards. What was the average concentration?,1,The storm dropped 6 hailstones across 2 square yards. What was the average concentration?,3,22,22,6,2
Reservoirs dropped 18 feet during 18 months of drought. What was the average monthly decline?,1,Reservoirs dropped 16 feet during 8 months of drought. What was the average monthly decline?,2,18,18,16,8
Reservoirs dropped 42 feet during 6 months of drought. What was the average monthly decline?,7,Reservoirs dropped 15 feet during 15 months of drought. What was the average monthly decline?,1,42,6,15,15
The tsunami moved 24 tons of debris through 4 waves. What was the average debris per wave?,6,The tsunami moved 42 tons of debris through 2 waves. What was the average debris per wave?,21,24,4,42,2
The tsunami moved 27 tons of debris through 3 waves. What was the average debris per wave?,9,The tsunami moved 35 tons of debris through 7 waves. What was the average debris per wave?,5,27,3,35,7
Visibility decreased by 50 meters over 25 minutes. What was the average rate of visibility loss?,2,Visibility decreased by 15 meters over 15 minutes. What was the average rate of visibility loss?,1,50,25,15,15
Visibility decreased by 20 meters over 2 minutes. What was the average rate of visibility loss?,10,Visibility decreased by 30 meters over 15 minutes. What was the average rate of visibility loss?,2,20,2,30,15
A pod of 24 whales consumed 48 krill total. What was the average krill per whale?,2,A pod of 16 whales consumed 48 krill total. What was the average krill per whale?,3,48,24,48,16
A pod of 2 whales consumed 36 krill total. What was the average krill per whale?,18,A pod of 12 whales consumed 36 krill total. What was the average krill per whale?,3,36,2,36,12
The reef grew 22 centimeters over 11 years. What was its average annual growth?,2,The reef grew 12 centimeters over 3 years. What was its average annual growth?,4,22,11,12,3
The reef grew 49 centimeters over 49 years. What was its average annual growth?,1,The reef grew 26 centimeters over 2 years. What was its average annual growth?,13,49,49,26,2
Researchers found 30 turtle eggs in 6 nests. What was the average eggs per nest?,5,Researchers found 50 turtle eggs in 5 nests. What was the average eggs per nest?,10,30,6,50,5
Researchers found 16 turtle eggs in 2 nests. What was the average eggs per nest?,8,Researchers found 33 turtle eggs in 11 nests. What was the average eggs per nest?,3,16,2,33,11
Driftwood traveled 39 miles over 13 days. What was the average daily movement?,3,Driftwood traveled 35 miles over 7 days. What was the average daily movement?,5,39,13,35,7
Driftwood traveled 11 miles over 11 days. What was the average daily movement?,1,Driftwood traveled 44 miles over 11 days. What was the average daily movement?,4,11,11,44,11
Scientists measured 33 oxygen molecules from 3 phytoplankton clusters. What was the average production rate?,11,Scientists measured 4 oxygen molecules from 4 phytoplankton clusters. What was the average production rate?,1,33,3,4,4
Scientists measured 38 oxygen molecules from 38 phytoplankton clusters. What was the average production rate?,1,Scientists measured 15 oxygen molecules from 3 phytoplankton clusters. What was the average production rate?,5,38,38,15,3
The kelp grew 34 feet over 34 months. What was its average monthly growth?,1,The kelp grew 40 feet over 2 months. What was its average monthly growth?,20,34,34,40,2
The kelp grew 20 feet over 20 months. What was its average monthly growth?,1,The kelp grew 45 feet over 5 months. What was its average monthly growth?,9,20,20,45,5
Fishermen emptied 28 fish from 4 nets. What was the average catch per net?,7,Fishermen emptied 46 fish from 2 nets. What was the average catch per net?,23,28,4,46,2
Fishermen emptied 42 fish from 14 nets. What was the average catch per net?,3,Fishermen emptied 42 fish from 2 nets. What was the average catch per net?,21,42,14,42,2
The submarine surveyed 49 square miles over 49 days. What was its average daily exploration?,1,The submarine surveyed 28 square miles over 2 days. What was its average daily exploration?,14,49,49,28,2
The submarine surveyed 32 square miles over 2 days. What was its average daily exploration?,16,The submarine surveyed 26 square miles over 2 days. What was its average daily exploration?,13,32,2,26,2
An oyster bed of 12 oysters filtered 12 gallons total. What was the average per oyster?,1,An oyster bed of 14 oysters filtered 28 gallons total. What was the average per oyster?,2,12,12,28,14
An oyster bed of 10 oysters filtered 40 gallons total. What was the average per oyster?,4,An oyster bed of 2 oysters filtered 26 gallons total. What was the average per oyster?,13,40,10,26,2
Researchers documented 41 species across 41 tidal surveys. What was the average per survey?,1,Researchers documented 48 species across 8 tidal surveys. What was the average per survey?,6,41,41,48,8
Researchers documented 50 species across 50 tidal surveys. What was the average per survey?,1,Researchers documented 36 species across 3 tidal surveys. What was the average per survey?,12,50,50,36,3
The quantum computer completed 6 operations over 6 seconds. What was its operation rate?,1,The quantum computer completed 32 operations over 4 seconds. What was its operation rate?,8,6,6,32,4
The quantum computer completed 21 operations over 3 seconds. What was its operation rate?,7,The quantum computer completed 42 operations over 21 seconds. What was its operation rate?,2,21,3,42,21
The nanobots repaired 34 cells during 2 minutes. What was their average repair rate?,17,The nanobots repaired 27 cells during 9 minutes. What was their average repair rate?,3,34,2,27,9
The nanobots repaired 33 cells during 3 minutes. What was their average repair rate?,11,The nanobots repaired 28 cells during 14 minutes. What was their average repair rate?,2,33,3,28,14
The hologram system uses 50 teraflops total across 2 projectors. What's the average per projector?,25,The hologram system uses 28 teraflops total across 7 projectors. What's the average per projector?,4,50,2,28,7
The hologram system uses 48 teraflops total across 3 projectors. What's the average per projector?,16,The hologram system uses 4 teraflops total across 2 projectors. What's the average per projector?,2,48,3,4,2
The reactor produced 21 megawatts over 21 hours. What was its average hourly output?,1,The reactor produced 12 megawatts over 6 hours. What was its average hourly output?,2,21,21,12,6
The reactor produced 25 megawatts over 25 hours. What was its average hourly output?,1,The reactor produced 48 megawatts over 3 hours. What was its average hourly output?,16,25,25,48,3
The AI processed 25 data points through 25 cycles. What was the average per cycle?,1,The AI processed 42 data points through 6 cycles. What was the average per cycle?,7,25,25,42,6
The AI processed 42 data points through 42 cycles. What was the average per cycle?,1,The AI processed 40 data points through 8 cycles. What was the average per cycle?,5,42,42,40,8
The elevator ascended 5 kilometers over 5 days. What was its average daily climb?,1,The elevator ascended 30 kilometers over 3 days. What was its average daily climb?,10,5,5,30,3
The elevator ascended 24 kilometers over 6 days. What was its average daily climb?,4,The elevator ascended 36 kilometers over 36 days. What was its average daily climb?,1,24,6,36,36
The gene editor made 26 edits over 2 seconds. What was its editing speed?,13,The gene editor made 30 edits over 10 seconds. What was its editing speed?,3,26,2,30,10
The gene editor made 48 edits over 24 seconds. What was its editing speed?,2,The gene editor made 35 edits over 7 seconds. What was its editing speed?,5,48,24,35,7
The colony used 48 liters over 2 days. What was their average daily usage?,24,The colony used 45 liters over 15 days. What was their average daily usage?,3,48,2,45,15
The colony used 33 liters over 11 days. What was their average daily usage?,3,The colony used 39 liters over 3 days. What was their average daily usage?,13,33,11,39,3
A team of 47 exoskeletons lifted 47 kg total. What was the average lifting capacity?,1,A team of 8 exoskeletons lifted 32 kg total. What was the average lifting capacity?,4,47,47,32,8
A team of 2 exoskeletons lifted 34 kg total. What was the average lifting capacity?,17,A team of 20 exoskeletons lifted 40 kg total. What was the average lifting capacity?,2,34,2,40,20
The drone completed 30 deliveries over 10 hours. What was its average delivery rate?,3,The drone completed 26 deliveries over 26 hours. What was its average delivery rate?,1,30,10,26,26
The drone completed 24 deliveries over 24 hours. What was its average delivery rate?,1,The drone completed 16 deliveries over 2 hours. What was its average delivery rate?,8,24,24,16,2
