clean_prompt,clean_gt_answer,corrupted_prompt,corrupted_gt_answer,clean_operand1,clean_operand2,corrupted_operand1,corrupted_operand2
The lab has 32 experiments. The curriculum adds 15 new experiments. What is the updated schedule?,47,The lab has 48 experiments. The curriculum adds 38 new experiments. What is the updated schedule?,86,32,15,48,38
"The bus has 22 passengers. At the stop, 8 passengers board. What is the new passenger count?",30,"The bus has 7 passengers. At the stop, 3 passengers board. What is the new passenger count?",10,22,8,7,3
"The bus has 30 passengers. At the stop, 8 passengers board. What is the new passenger count?",38,"The bus has 50 passengers. At the stop, 30 passengers board. What is the new passenger count?",80,30,8,50,30
The train makes 41 stops. The schedule adds 25 express stops. What is the updated itinerary?,66,The train makes 33 stops. The schedule adds 21 express stops. What is the updated itinerary?,54,41,25,33,21
The train makes 13 stops. The schedule adds 8 express stops. What is the updated itinerary?,21,The train makes 15 stops. The schedule adds 6 express stops. What is the updated itinerary?,21,13,8,15,6
The plane has 18 empty seats. 11 passengers cancel their tickets. How many seats become available?,29,The plane has 19 empty seats. 9 passengers cancel their tickets. How many seats become available?,28,18,11,19,9
The plane has 35 empty seats. 13 passengers cancel their tickets. How many seats become available?,48,The plane has 7 empty seats. 2 passengers cancel their tickets. How many seats become available?,9,35,13,7,2
The parking lot has 28 spaces. 16 reserved spaces are added. What is the new capacity?,44,The parking lot has 46 spaces. 31 reserved spaces are added. What is the new capacity?,77,28,16,46,31
The parking lot has 43 spaces. 32 reserved spaces are added. What is the new capacity?,75,The parking lot has 30 spaces. 26 reserved spaces are added. What is the new capacity?,56,43,32,30,26
The highway project needs 16 workers. 7 temporary workers join. What is the current workforce?,23,The highway project needs 46 workers. 16 temporary workers join. What is the current workforce?,62,16,7,46,16
The highway project needs 21 workers. 19 temporary workers join. What is the current workforce?,40,The highway project needs 25 workers. 16 temporary workers join. What is the current workforce?,41,21,19,25,16
The item originally costs 35 dollars. The premium version costs 23 dollars more. What is the upgraded price?,58,The item originally costs 29 dollars. The premium version costs 24 dollars more. What is the upgraded price?,53,35,23,29,24
The item originally costs 37 dollars. The premium version costs 22 dollars more. What is the upgraded price?,59,The item originally costs 24 dollars. The premium version costs 23 dollars more. What is the upgraded price?,47,37,22,24,23
Daniel brings 18 dollars to the store. They find 8 dollars in their pocket. What is their total cash?,26,Daniel brings 22 dollars to the store. They find 4 dollars in their pocket. What is their total cash?,26,18,8,22,4
Daniel brings 50 dollars to the store. They find 45 dollars in their pocket. What is their total cash?,95,Daniel brings 13 dollars to the store. They find 4 dollars in their pocket. What is their total cash?,17,50,45,13,4
The shopping list has 49 items. Henry remembers 31 more items. What is the updated list count?,80,The shopping list has 19 items. Henry remembers 17 more items. What is the updated list count?,36,49,31,19,17
The shopping list has 40 items. Henry remembers 19 more items. What is the updated list count?,59,The shopping list has 8 items. Henry remembers 7 more items. What is the updated list count?,15,40,19,8,7
The coupon saves 20 dollars. The cashier applies 8 dollars in additional savings. What is the total discount?,28,The coupon saves 21 dollars. The cashier applies 1 dollars in additional savings. What is the total discount?,22,20,8,21,1
The coupon saves 47 dollars. The cashier applies 35 dollars in additional savings. What is the total discount?,82,The coupon saves 4 dollars. The cashier applies 1 dollars in additional savings. What is the total discount?,5,47,35,4,1
The loyalty card has 20 points. The bonus offer adds 5 points. What is the new point balance?,25,The loyalty card has 42 points. The bonus offer adds 32 points. What is the new point balance?,74,20,5,42,32
The loyalty card has 30 points. The bonus offer adds 11 points. What is the new point balance?,41,The loyalty card has 13 points. The bonus offer adds 1 points. What is the new point balance?,14,30,11,13,1
The recipe calls for 32 grams of flour. Alexander decides to add 4 more grams. What is the new measurement?,36,The recipe calls for 33 grams of flour. Alexander decides to add 5 more grams. What is the new measurement?,38,32,4,33,5
The recipe calls for 38 grams of flour. Alexander decides to add 4 more grams. What is the new measurement?,42,The recipe calls for 11 grams of flour. Alexander decides to add 3 more grams. What is the new measurement?,14,38,4,11,3
The oven needs 38 minutes to preheat. The recipe suggests 20 extra minutes. What is the total preheat time?,58,The oven needs 9 minutes to preheat. The recipe suggests 7 extra minutes. What is the total preheat time?,16,38,20,9,7
The oven needs 41 minutes to preheat. The recipe suggests 15 extra minutes. What is the total preheat time?,56,The oven needs 35 minutes to preheat. The recipe suggests 25 extra minutes. What is the total preheat time?,60,41,15,35,25
The batch makes 30 cookies. Daniel bakes 10 more cookies. What is the total yield?,40,The batch makes 39 cookies. Daniel bakes 28 more cookies. What is the total yield?,67,30,10,39,28
The batch makes 41 cookies. Daniel bakes 4 more cookies. What is the total yield?,45,The batch makes 41 cookies. Daniel bakes 7 more cookies. What is the total yield?,48,41,4,41,7
The stew requires 15 hours to cook. The chef extends cooking by 5 hours. What is the new duration?,20,The stew requires 12 hours to cook. The chef extends cooking by 4 hours. What is the new duration?,16,15,5,12,4
The stew requires 13 hours to cook. The chef extends cooking by 9 hours. What is the new duration?,22,The stew requires 6 hours to cook. The chef extends cooking by 2 hours. What is the new duration?,8,13,9,6,2
The jar holds 28 servings. James prepares 15 extra servings. What is the new total?,43,The jar holds 46 servings. James prepares 39 extra servings. What is the new total?,85,28,15,46,39
The jar holds 32 servings. James prepares 10 extra servings. What is the new total?,42,The jar holds 46 servings. James prepares 30 extra servings. What is the new total?,76,32,10,46,30
The garden has 45 plants. William transplants 15 new plants. What is the new plant count?,60,The garden has 18 plants. William transplants 7 new plants. What is the new plant count?,25,45,15,18,7
The garden has 29 plants. William transplants 4 new plants. What is the new plant count?,33,The garden has 43 plants. William transplants 10 new plants. What is the new plant count?,53,29,4,43,10
The flowerbed needs 19 liters of water. The rainfall provides 5 additional liters. What is the total hydration?,24,The flowerbed needs 12 liters of water. The rainfall provides 5 additional liters. What is the total hydration?,17,19,5,12,5
The flowerbed needs 40 liters of water. The rainfall provides 37 additional liters. What is the total hydration?,77,The flowerbed needs 20 liters of water. The rainfall provides 15 additional liters. What is the total hydration?,35,40,37,20,15
The seed packet contains 36 seeds. Olivia receives 32 bonus seeds. What is the new total?,68,The seed packet contains 40 seeds. Olivia receives 3 bonus seeds. What is the new total?,43,36,32,40,3
The seed packet contains 22 seeds. Olivia receives 20 bonus seeds. What is the new total?,42,The seed packet contains 45 seeds. Olivia receives 37 bonus seeds. What is the new total?,82,22,20,45,37
The tree grows 38 centimeters yearly. Fertilizer adds 3 extra centimeters. What is the total growth?,41,The tree grows 50 centimeters yearly. Fertilizer adds 49 extra centimeters. What is the total growth?,99,38,3,50,49
The tree grows 28 centimeters yearly. Fertilizer adds 23 extra centimeters. What is the total growth?,51,The tree grows 33 centimeters yearly. Fertilizer adds 19 extra centimeters. What is the total growth?,52,28,23,33,19
The plot fits 27 vegetables. Succession planting adds 25 more vegetables. What is the new capacity?,52,The plot fits 37 vegetables. Succession planting adds 3 more vegetables. What is the new capacity?,40,27,25,37,3
The plot fits 31 vegetables. Succession planting adds 3 more vegetables. What is the new capacity?,34,The plot fits 27 vegetables. Succession planting adds 17 more vegetables. What is the new capacity?,44,31,3,27,17
The phone has 25% battery. Charging adds 20% power. What is the new battery level?,45,The phone has 50% battery. Charging adds 32% power. What is the new battery level?,82,25,20,50,32
The phone has 42% battery. Charging adds 29% power. What is the new battery level?,71,The phone has 50% battery. Charging adds 4% power. What is the new battery level?,54,42,29,50,4
The download requires 30 megabytes. The update adds 29 more megabytes. What is the new total size?,59,The download requires 46 megabytes. The update adds 32 more megabytes. What is the new total size?,78,30,29,46,32
The download requires 42 megabytes. The update adds 39 more megabytes. What is the new total size?,81,The download requires 21 megabytes. The update adds 18 more megabytes. What is the new total size?,39,42,39,21,18
The storage has 37 gigabytes free. Cloud storage adds 27 gigabytes. What is the new capacity?,64,The storage has 34 gigabytes free. Cloud storage adds 18 gigabytes. What is the new capacity?,52,37,27,34,18
The storage has 28 gigabytes free. Cloud storage adds 27 gigabytes. What is the new capacity?,55,The storage has 17 gigabytes free. Cloud storage adds 15 gigabytes. What is the new capacity?,32,28,27,17,15
The video is 14 minutes long. Bonus content adds 10 minutes. What is the extended runtime?,24,The video is 34 minutes long. Bonus content adds 9 minutes. What is the extended runtime?,43,14,10,34,9
The video is 48 minutes long. Bonus content adds 20 minutes. What is the extended runtime?,68,The video is 39 minutes long. Bonus content adds 38 minutes. What is the extended runtime?,77,48,20,39,38
The app has 33 daily uses allowed. The premium version adds 10 more uses. What is the new limit?,43,The app has 30 daily uses allowed. The premium version adds 18 more uses. What is the new limit?,48,33,10,30,18
The app has 32 daily uses allowed. The premium version adds 12 more uses. What is the new limit?,44,The app has 23 daily uses allowed. The premium version adds 18 more uses. What is the new limit?,41,32,12,23,18
The game has 36 innings. Extra innings add 25 more. What is the total inning count?,61,The game has 31 innings. Extra innings add 30 more. What is the total inning count?,61,36,25,31,30
The game has 22 innings. Extra innings add 16 more. What is the total inning count?,38,The game has 47 innings. Extra innings add 25 more. What is the total inning count?,72,22,16,47,25
The scoreboard shows 11 points. The bonus round adds 8 points. What is the new total?,19,The scoreboard shows 34 points. The bonus round adds 22 points. What is the new total?,56,11,8,34,22
The scoreboard shows 30 points. The bonus round adds 4 points. What is the new total?,34,The scoreboard shows 35 points. The bonus round adds 30 points. What is the new total?,65,30,4,35,30
The tournament has 48 rounds. The format change adds 10 qualifying rounds. What is the new structure?,58,The tournament has 28 rounds. The format change adds 21 qualifying rounds. What is the new structure?,49,48,10,28,21
The tournament has 11 rounds. The format change adds 2 qualifying rounds. What is the new structure?,13,The tournament has 32 rounds. The format change adds 26 qualifying rounds. What is the new structure?,58,11,2,32,26
The athlete needs 23 meters to win. The course extends by 20 meters. What is the new distance?,43,The athlete needs 46 meters to win. The course extends by 26 meters. What is the new distance?,72,23,20,46,26
The athlete needs 43 meters to win. The course extends by 6 meters. What is the new distance?,49,The athlete needs 22 meters to win. The course extends by 21 meters. What is the new distance?,43,43,6,22,21
The team has 36 timeouts. The official grants 3 additional timeouts. What is the new allowance?,39,The team has 17 timeouts. The official grants 10 additional timeouts. What is the new allowance?,27,36,3,17,10
The team has 16 timeouts. The official grants 12 additional timeouts. What is the new allowance?,28,The team has 42 timeouts. The official grants 7 additional timeouts. What is the new allowance?,49,16,12,42,7
The prescription has 20 doses. The refill adds 12 more doses. What is the new total?,32,The prescription has 35 doses. The refill adds 27 more doses. What is the new total?,62,20,12,35,27
The prescription has 38 doses. The refill adds 12 more doses. What is the new total?,50,The prescription has 12 doses. The refill adds 3 more doses. What is the new total?,15,38,12,12,3
The treatment requires 41 sessions. The doctor adds 16 follow-up sessions. What is the new schedule?,57,The treatment requires 42 sessions. The doctor adds 17 follow-up sessions. What is the new schedule?,59,41,16,42,17
The treatment requires 31 sessions. The doctor adds 9 follow-up sessions. What is the new schedule?,40,The treatment requires 44 sessions. The doctor adds 1 follow-up sessions. What is the new schedule?,45,31,9,44,1
The patient needs 31 milligrams of medicine. The dosage increases by 29 milligrams. What is the new requirement?,60,The patient needs 20 milligrams of medicine. The dosage increases by 18 milligrams. What is the new requirement?,38,31,29,20,18
The patient needs 12 milligrams of medicine. The dosage increases by 2 milligrams. What is the new requirement?,14,The patient needs 30 milligrams of medicine. The dosage increases by 12 milligrams. What is the new requirement?,42,12,2,30,12
The therapy lasts 46 weeks. The extension adds 17 more weeks. What is the new duration?,63,The therapy lasts 21 weeks. The extension adds 7 more weeks. What is the new duration?,28,46,17,21,7
The therapy lasts 8 weeks. The extension adds 2 more weeks. What is the new duration?,10,The therapy lasts 24 weeks. The extension adds 19 more weeks. What is the new duration?,43,8,2,24,19
The fitness goal is 19 steps daily. The challenge increases by 1 steps. What is the new target?,20,The fitness goal is 40 steps daily. The challenge increases by 32 steps. What is the new target?,72,19,1,40,32
The fitness goal is 40 steps daily. The challenge increases by 23 steps. What is the new target?,63,The fitness goal is 42 steps daily. The challenge increases by 3 steps. What is the new target?,45,40,23,42,3
The project has 30 tasks. The scope expands by 2 tasks. What is the new workload?,32,The project has 39 tasks. The scope expands by 24 tasks. What is the new workload?,63,30,2,39,24
The project has 48 tasks. The scope expands by 9 tasks. What is the new workload?,57,The project has 22 tasks. The scope expands by 14 tasks. What is the new workload?,36,48,9,22,14
The workday is 36 hours long. Overtime adds 24 hours. What is the new shift length?,60,The workday is 35 hours long. Overtime adds 33 hours. What is the new shift length?,68,36,24,35,33
The workday is 18 hours long. Overtime adds 16 hours. What is the new shift length?,34,The workday is 20 hours long. Overtime adds 11 hours. What is the new shift length?,31,18,16,20,11
The quota requires 50 sales. The target increases by 15 sales. What is the new goal?,65,The quota requires 45 sales. The target increases by 44 sales. What is the new goal?,89,50,15,45,44
The quota requires 27 sales. The target increases by 26 sales. What is the new goal?,53,The quota requires 37 sales. The target increases by 24 sales. What is the new goal?,61,27,26,37,24
The budget allows 27 dollars. Additional funding provides 1 dollars. What is the new budget?,28,The budget allows 18 dollars. Additional funding provides 4 dollars. What is the new budget?,22,27,1,18,4
The budget allows 31 dollars. Additional funding provides 12 dollars. What is the new budget?,43,The budget allows 8 dollars. Additional funding provides 6 dollars. What is the new budget?,14,31,12,8,6
The contract lasts 32 months. The renewal adds 1 months. What is the new term?,33,The contract lasts 41 months. The renewal adds 36 months. What is the new term?,77,32,1,41,36
The contract lasts 43 months. The renewal adds 27 months. What is the new term?,70,The contract lasts 21 months. The renewal adds 16 months. What is the new term?,37,43,27,21,16
The trip covers 36 kilometers. The detour adds 9 kilometers. What is the new distance?,45,The trip covers 26 kilometers. The detour adds 15 kilometers. What is the new distance?,41,36,9,26,15
The trip covers 25 kilometers. The detour adds 22 kilometers. What is the new distance?,47,The trip covers 49 kilometers. The detour adds 45 kilometers. What is the new distance?,94,25,22,49,45
The vacation lasts 28 days. The airline extends it by 19 days. What is the new duration?,47,The vacation lasts 49 days. The airline extends it by 47 days. What is the new duration?,96,28,19,49,47
The vacation lasts 33 days. The airline extends it by 27 days. What is the new duration?,60,The vacation lasts 46 days. The airline extends it by 24 days. What is the new duration?,70,33,27,46,24
The suitcase holds 25 kilograms. The airline increases the limit by 18 kilograms. What is the new capacity?,43,The suitcase holds 43 kilograms. The airline increases the limit by 23 kilograms. What is the new capacity?,66,25,18,43,23
The suitcase holds 19 kilograms. The airline increases the limit by 7 kilograms. What is the new capacity?,26,The suitcase holds 23 kilograms. The airline increases the limit by 8 kilograms. What is the new capacity?,31,19,7,23,8
The itinerary includes 38 cities. Last-minute changes add 14 cities. What is the new plan?,52,The itinerary includes 16 cities. Last-minute changes add 6 cities. What is the new plan?,22,38,14,16,6
The itinerary includes 11 cities. Last-minute changes add 10 cities. What is the new plan?,21,The itinerary includes 36 cities. Last-minute changes add 17 cities. What is the new plan?,53,11,10,36,17
The cruise has 10 ports of call. Weather changes add 7 alternative ports. What is the new schedule?,17,The cruise has 35 ports of call. Weather changes add 8 alternative ports. What is the new schedule?,43,10,7,35,8
The cruise has 49 ports of call. Weather changes add 5 alternative ports. What is the new schedule?,54,The cruise has 25 ports of call. Weather changes add 17 alternative ports. What is the new schedule?,42,49,5,25,17
The guest list has 34 people. 15 last-minute RSVPs arrive. What is the new count?,49,The guest list has 41 people. 3 last-minute RSVPs arrive. What is the new count?,44,34,15,41,3
The guest list has 48 people. 43 last-minute RSVPs arrive. What is the new count?,91,The guest list has 35 people. 20 last-minute RSVPs arrive. What is the new count?,55,48,43,35,20
The venue seats 43 guests. Additional chairs increase capacity by 2. What is the new total?,45,The venue seats 27 guests. Additional chairs increase capacity by 14. What is the new total?,41,43,2,27,14
The venue seats 45 guests. Additional chairs increase capacity by 7. What is the new total?,52,The venue seats 33 guests. Additional chairs increase capacity by 29. What is the new total?,62,45,7,33,29
The event budget is 40 dollars. A sponsor contributes 10 dollars. What is the new budget?,50,The event budget is 35 dollars. A sponsor contributes 19 dollars. What is the new budget?,54,40,10,35,19
The event budget is 40 dollars. A sponsor contributes 28 dollars. What is the new budget?,68,The event budget is 46 dollars. A sponsor contributes 8 dollars. What is the new budget?,54,40,28,46,8
The schedule allows 43 minutes per speaker. The organizer adds 42 bonus minutes. What is the new limit?,85,The schedule allows 37 minutes per speaker. The organizer adds 14 bonus minutes. What is the new limit?,51,43,42,37,14
The schedule allows 29 minutes per speaker. The organizer adds 15 bonus minutes. What is the new limit?,44,The schedule allows 23 minutes per speaker. The organizer adds 15 bonus minutes. What is the new limit?,38,29,15,23,15
The conference has 28 sessions. The committee adds 24 breakout sessions. What is the new total?,52,The conference has 29 sessions. The committee adds 11 breakout sessions. What is the new total?,40,28,24,29,11
The conference has 44 sessions. The committee adds 17 breakout sessions. What is the new total?,61,The conference has 25 sessions. The committee adds 5 breakout sessions. What is the new total?,30,44,17,25,5
The blueprint requires 32 boards. The revision adds 3 more boards. What is the new requirement?,35,The blueprint requires 49 boards. The revision adds 24 more boards. What is the new requirement?,73,32,3,49,24
The blueprint requires 5 boards. The revision adds 3 more boards. What is the new requirement?,8,The blueprint requires 28 boards. The revision adds 12 more boards. What is the new requirement?,40,5,3,28,12
The project needs 24 nails. The supplier provides 4 extra nails. What is the new total?,28,The project needs 38 nails. The supplier provides 33 extra nails. What is the new total?,71,24,4,38,33
The project needs 15 nails. The supplier provides 3 extra nails. What is the new total?,18,The project needs 38 nails. The supplier provides 15 extra nails. What is the new total?,53,15,3,38,15
The wall needs 29 bricks. The design change requires 28 more bricks. What is the new count?,57,The wall needs 37 bricks. The design change requires 36 more bricks. What is the new count?,73,29,28,37,36
The wall needs 23 bricks. The design change requires 12 more bricks. What is the new count?,35,The wall needs 44 bricks. The design change requires 26 more bricks. What is the new count?,70,23,12,44,26
The job estimates 11 hours of labor. Complications add 1 hours. What is the new estimate?,12,The job estimates 35 hours of labor. Complications add 14 hours. What is the new estimate?,49,11,1,35,14
The job estimates 26 hours of labor. Complications add 14 hours. What is the new estimate?,40,The job estimates 21 hours of labor. Complications add 11 hours. What is the new estimate?,32,26,14,21,11
The order requires 12 tiles. The overage includes 10 extra tiles. What is the delivered quantity?,22,The order requires 28 tiles. The overage includes 9 extra tiles. What is the delivered quantity?,37,12,10,28,9
The order requires 39 tiles. The overage includes 32 extra tiles. What is the delivered quantity?,71,The order requires 27 tiles. The overage includes 20 extra tiles. What is the delivered quantity?,47,39,32,27,20
The production line makes 33 units per hour. Overtime adds 28 more units. What is the new output?,61,The production line makes 13 units per hour. Overtime adds 3 more units. What is the new output?,16,33,28,13,3
The production line makes 26 units per hour. Overtime adds 18 more units. What is the new output?,44,The production line makes 47 units per hour. Overtime adds 15 more units. What is the new output?,62,26,18,47,15
The machine processes 37 items daily. Maintenance increases capacity by 23 items. What is the new rate?,60,The machine processes 49 items daily. Maintenance increases capacity by 3 items. What is the new rate?,52,37,23,49,3
The machine processes 29 items daily. Maintenance increases capacity by 1 items. What is the new rate?,30,The machine processes 38 items daily. Maintenance increases capacity by 28 items. What is the new rate?,66,29,1,38,28
The quality check finds 42 defects. The tolerance allows 27 more defects. What is the acceptable range?,69,The quality check finds 20 defects. The tolerance allows 4 more defects. What is the acceptable range?,24,42,27,20,4
The quality check finds 22 defects. The tolerance allows 6 more defects. What is the acceptable range?,28,The quality check finds 41 defects. The tolerance allows 30 more defects. What is the acceptable range?,71,22,6,41,30
The shipment contains 29 products. The replacement adds 19 more products. What is the new inventory?,48,The shipment contains 14 products. The replacement adds 13 more products. What is the new inventory?,27,29,19,14,13
The shipment contains 48 products. The replacement adds 42 more products. What is the new inventory?,90,The shipment contains 13 products. The replacement adds 11 more products. What is the new inventory?,24,48,42,13,11
The order requires 31 components. The supplier includes 25 spare components. What is the delivered count?,56,The order requires 38 components. The supplier includes 29 spare components. What is the delivered count?,67,31,25,38,29
The order requires 43 components. The supplier includes 41 spare components. What is the delivered count?,84,The order requires 30 components. The supplier includes 21 spare components. What is the delivered count?,51,43,41,30,21
The battery stores 24 kilowatt-hours. Solar charging adds 17 kilowatt-hours. What is the new charge?,41,The battery stores 25 kilowatt-hours. Solar charging adds 10 kilowatt-hours. What is the new charge?,35,24,17,25,10
The battery stores 41 kilowatt-hours. Solar charging adds 39 kilowatt-hours. What is the new charge?,80,The battery stores 34 kilowatt-hours. Solar charging adds 25 kilowatt-hours. What is the new charge?,59,41,39,34,25
The tank holds 38 liters of fuel. Refueling adds 13 liters. What is the new quantity?,51,The tank holds 32 liters of fuel. Refueling adds 17 liters. What is the new quantity?,49,38,13,32,17
The tank holds 47 liters of fuel. Refueling adds 29 liters. What is the new quantity?,76,The tank holds 30 liters of fuel. Refueling adds 17 liters. What is the new quantity?,47,47,29,30,17
The generator provides 41 hours of power. Maintenance extends runtime by 11 hours. What is the new duration?,52,The generator provides 25 hours of power. Maintenance extends runtime by 12 hours. What is the new duration?,37,41,11,25,12
The generator provides 20 hours of power. Maintenance extends runtime by 13 hours. What is the new duration?,33,The generator provides 28 hours of power. Maintenance extends runtime by 25 hours. What is the new duration?,53,20,13,28,25
The solar panel produces 45 watts daily. Extra sunlight increases output by 25 watts. What is the adjusted production?,70,The solar panel produces 20 watts daily. Extra sunlight increases output by 9 watts. What is the adjusted production?,29,45,25,20,9
The solar panel produces 39 watts daily. Extra sunlight increases output by 10 watts. What is the adjusted production?,49,The solar panel produces 43 watts daily. Extra sunlight increases output by 26 watts. What is the adjusted production?,69,39,10,43,26
The circuit handles 40 amps safely. Upgrades increase capacity by 6 amps. What is the new limit?,46,The circuit handles 26 amps safely. Upgrades increase capacity by 21 amps. What is the new limit?,47,40,6,26,21
The circuit handles 23 amps safely. Upgrades increase capacity by 5 amps. What is the new limit?,28,The circuit handles 34 amps safely. Upgrades increase capacity by 24 amps. What is the new limit?,58,23,5,34,24
The forest has 23 trees. Replanting adds 16 new trees. What is the new count?,39,The forest has 14 trees. Replanting adds 4 new trees. What is the new count?,18,23,16,14,4
The forest has 36 trees. Replanting adds 34 new trees. What is the new count?,70,The forest has 48 trees. Replanting adds 29 new trees. What is the new count?,77,36,34,48,29
The lake contains 45 fish. Stocking adds 16 more fish. What is the new population?,61,The lake contains 30 fish. Stocking adds 20 more fish. What is the new population?,50,45,16,30,20
The lake contains 32 fish. Stocking adds 29 more fish. What is the new population?,61,The lake contains 14 fish. Stocking adds 6 more fish. What is the new population?,20,32,29,14,6
The reserve protects 34 acres. The expansion adds 27 acres. What is the new protected area?,61,The reserve protects 40 acres. The expansion adds 9 acres. What is the new protected area?,49,34,27,40,9
The reserve protects 43 acres. The expansion adds 31 acres. What is the new protected area?,74,The reserve protects 34 acres. The expansion adds 10 acres. What is the new protected area?,44,43,31,34,10
The cleanup targets 29 tons of waste. Additional dumping adds 3 tons. What is the new total?,32,The cleanup targets 24 tons of waste. Additional dumping adds 1 tons. What is the new total?,25,29,3,24,1
The cleanup targets 20 tons of waste. Additional dumping adds 16 tons. What is the new total?,36,The cleanup targets 46 tons of waste. Additional dumping adds 9 tons. What is the new total?,55,20,16,46,9
The air quality index shows 47 particles. Pollution adds 31 particles. What is the new measurement?,78,The air quality index shows 11 particles. Pollution adds 9 particles. What is the new measurement?,20,47,31,11,9
The air quality index shows 48 particles. Pollution adds 39 particles. What is the new measurement?,87,The air quality index shows 17 particles. Pollution adds 14 particles. What is the new measurement?,31,48,39,17,14
The puzzle has 38 pieces. The deluxe edition adds 16 more pieces. What is the new challenge?,54,The puzzle has 35 pieces. The deluxe edition adds 24 more pieces. What is the new challenge?,59,38,16,35,24
The puzzle has 36 pieces. The deluxe edition adds 33 more pieces. What is the new challenge?,69,The puzzle has 34 pieces. The deluxe edition adds 2 more pieces. What is the new challenge?,36,36,33,34,2
The collection contains 32 coins. An auction adds 2 rare coins. What is the new collection?,34,The collection contains 42 coins. An auction adds 25 rare coins. What is the new collection?,67,32,2,42,25
The collection contains 25 coins. An auction adds 9 rare coins. What is the new collection?,34,The collection contains 49 coins. An auction adds 2 rare coins. What is the new collection?,51,25,9,49,2
The playlist has 39 songs. New releases add 22 more songs. What is the updated playlist?,61,The playlist has 23 songs. New releases add 21 more songs. What is the updated playlist?,44,39,22,23,21
The playlist has 32 songs. New releases add 21 more songs. What is the updated playlist?,53,The playlist has 22 songs. New releases add 10 more songs. What is the updated playlist?,32,32,21,22,10
The gallery displays 27 paintings. A donation adds 18 paintings. What is the new exhibition?,45,The gallery displays 32 paintings. A donation adds 9 paintings. What is the new exhibition?,41,27,18,32,9
The gallery displays 14 paintings. A donation adds 5 paintings. What is the new exhibition?,19,The gallery displays 24 paintings. A donation adds 2 paintings. What is the new exhibition?,26,14,5,24,2
The book has 19 pages. The special edition includes 4 additional pages. What is the new length?,23,The book has 26 pages. The special edition includes 11 additional pages. What is the new length?,37,19,4,26,11
The book has 48 pages. The special edition includes 28 additional pages. What is the new length?,76,The book has 40 pages. The special edition includes 12 additional pages. What is the new length?,52,48,28,40,12
