clean_prompt,clean_gt_answer,corrupted_prompt,corrupted_gt_answer,clean_operand1,clean_operand2,corrupted_operand1,corrupted_operand2
"The bus has 30 passengers. At the stop, 8 passengers exit. How many continue the ride?",22,"The bus has 50 passengers. At the stop, 30 passengers exit. How many continue the ride?",20,30,8,50,30
"The train makes 41 stops. After 25 stops, how many remain on the route?",16,"The train makes 33 stops. After 21 stops, how many remain on the route?",12,41,25,33,21
"The train makes 13 stops. After 8 stops, how many remain on the route?",5,"The train makes 15 stops. After 6 stops, how many remain on the route?",9,13,8,15,6
The plane has 18 empty seats. 11 standby passengers are accommodated. How many seats remain?,7,The plane has 19 empty seats. 9 standby passengers are accommodated. How many seats remain?,10,18,11,19,9
The plane has 35 empty seats. 13 standby passengers are accommodated. How many seats remain?,22,The plane has 7 empty seats. 2 standby passengers are accommodated. How many seats remain?,5,35,13,7,2
The parking lot has 28 cars. 16 cars leave the lot. How many spaces are still occupied?,12,The parking lot has 46 cars. 31 cars leave the lot. How many spaces are still occupied?,15,28,16,46,31
The parking lot has 43 cars. 32 cars leave the lot. How many spaces are still occupied?,11,The parking lot has 30 cars. 26 cars leave the lot. How many spaces are still occupied?,4,43,32,30,26
The highway project needs 16 workers. 7 workers finish their shift. How many workers are needed?,9,The highway project needs 46 workers. 16 workers finish their shift. How many workers are needed?,30,16,7,46,16
The highway project needs 21 workers. 19 workers finish their shift. How many workers are needed?,2,The highway project needs 25 workers. 16 workers finish their shift. How many workers are needed?,9,21,19,25,16
The item originally costs 35 dollars. The discount reduces it by 23 dollars. What is the sale price?,12,The item originally costs 29 dollars. The discount reduces it by 24 dollars. What is the sale price?,5,35,23,29,24
The item originally costs 37 dollars. The discount reduces it by 22 dollars. What is the sale price?,15,The item originally costs 24 dollars. The discount reduces it by 23 dollars. What is the sale price?,1,37,22,24,23
Daniel brings 18 dollars to the store. They spend 8 dollars. What amount remains?,10,Daniel brings 22 dollars to the store. They spend 4 dollars. What amount remains?,18,18,8,22,4
Daniel brings 50 dollars to the store. They spend 45 dollars. What amount remains?,5,Daniel brings 13 dollars to the store. They spend 4 dollars. What amount remains?,9,50,45,13,4
The shopping list has 49 items. Henry crosses off 31 items. How many items remain?,18,The shopping list has 19 items. Henry crosses off 17 items. How many items remain?,2,49,31,19,17
The shopping list has 40 items. Henry crosses off 19 items. How many items remain?,21,The shopping list has 8 items. Henry crosses off 7 items. How many items remain?,1,40,19,8,7
The coupon saves 20 dollars. The fine print deducts 8 dollars from the savings. What is the net discount?,12,The coupon saves 21 dollars. The fine print deducts 1 dollars from the savings. What is the net discount?,20,20,8,21,1
The coupon saves 47 dollars. The fine print deducts 35 dollars from the savings. What is the net discount?,12,The coupon saves 4 dollars. The fine print deducts 1 dollars from the savings. What is the net discount?,3,47,35,4,1
The loyalty card has 20 points. Grace redeems 5 points. How many points remain?,15,The loyalty card has 42 points. Grace redeems 32 points. How many points remain?,10,20,5,42,32
The loyalty card has 30 points. Grace redeems 11 points. How many points remain?,19,The loyalty card has 13 points. Grace redeems 1 points. How many points remain?,12,30,11,13,1
The recipe calls for 32 grams of flour. Alexander uses 4 grams. How much flour remains?,28,The recipe calls for 33 grams of flour. Alexander uses 5 grams. How much flour remains?,28,32,4,33,5
The recipe calls for 38 grams of flour. Alexander uses 4 grams. How much flour remains?,34,The recipe calls for 11 grams of flour. Alexander uses 3 grams. How much flour remains?,8,38,4,11,3
"The oven needs 38 minutes to preheat. After 20 minutes, how much longer is needed?",18,"The oven needs 9 minutes to preheat. After 7 minutes, how much longer is needed?",2,38,20,9,7
"The oven needs 41 minutes to preheat. After 15 minutes, how much longer is needed?",26,"The oven needs 35 minutes to preheat. After 25 minutes, how much longer is needed?",10,41,15,35,25
The batch makes 30 cookies. Daniel eats 10 cookies. How many cookies remain?,20,The batch makes 39 cookies. Daniel eats 28 cookies. How many cookies remain?,11,30,10,39,28
The batch makes 41 cookies. Daniel eats 4 cookies. How many cookies remain?,37,The batch makes 41 cookies. Daniel eats 7 cookies. How many cookies remain?,34,41,4,41,7
"The stew requires 15 hours to cook. After 5 hours, how much cooking time remains?",10,"The stew requires 12 hours to cook. After 4 hours, how much cooking time remains?",8,15,5,12,4
"The stew requires 13 hours to cook. After 9 hours, how much cooking time remains?",4,"The stew requires 6 hours to cook. After 2 hours, how much cooking time remains?",4,13,9,6,2
The jar holds 28 servings. James consumes 15 servings. How many servings remain?,13,The jar holds 46 servings. James consumes 39 servings. How many servings remain?,7,28,15,46,39
The jar holds 32 servings. James consumes 10 servings. How many servings remain?,22,The jar holds 46 servings. James consumes 30 servings. How many servings remain?,16,32,10,46,30
The garden has 45 plants. William removes 15 weeds. How many desired plants remain?,30,The garden has 18 plants. William removes 7 weeds. How many desired plants remain?,11,45,15,18,7
The garden has 29 plants. William removes 4 weeds. How many desired plants remain?,25,The garden has 43 plants. William removes 10 weeds. How many desired plants remain?,33,29,4,43,10
The flowerbed needs 19 liters of water. Isla adds 5 liters. How much more water is needed?,14,The flowerbed needs 12 liters of water. Isla adds 5 liters. How much more water is needed?,7,19,5,12,5
The flowerbed needs 40 liters of water. Isla adds 37 liters. How much more water is needed?,3,The flowerbed needs 20 liters of water. Isla adds 15 liters. How much more water is needed?,5,40,37,20,15
The seed packet contains 36 seeds. Olivia plants 32 seeds. How many seeds remain?,4,The seed packet contains 40 seeds. Olivia plants 3 seeds. How many seeds remain?,37,36,32,40,3
The seed packet contains 22 seeds. Olivia plants 20 seeds. How many seeds remain?,2,The seed packet contains 45 seeds. Olivia plants 37 seeds. How many seeds remain?,8,22,20,45,37
"The tree grows 38 centimeters yearly. After 3 centimeters are trimmed, what is the net growth?",35,"The tree grows 50 centimeters yearly. After 49 centimeters are trimmed, what is the net growth?",1,38,3,50,49
"The tree grows 28 centimeters yearly. After 23 centimeters are trimmed, what is the net growth?",5,"The tree grows 33 centimeters yearly. After 19 centimeters are trimmed, what is the net growth?",14,28,23,33,19
The plot fits 27 vegetables. Chloe harvests 25 vegetables. How many vegetables remain?,2,The plot fits 37 vegetables. Chloe harvests 3 vegetables. How many vegetables remain?,34,27,25,37,3
The plot fits 31 vegetables. Chloe harvests 3 vegetables. How many vegetables remain?,28,The plot fits 27 vegetables. Chloe harvests 17 vegetables. How many vegetables remain?,10,31,3,27,17
"The phone has 25% battery. After 20% is used, what percentage remains?",5,"The phone has 50% battery. After 32% is used, what percentage remains?",18,25,20,50,32
"The phone has 42% battery. After 29% is used, what percentage remains?",13,"The phone has 50% battery. After 4% is used, what percentage remains?",46,42,29,50,4
The download requires 30 megabytes. 29 megabytes complete. How much data remains?,1,The download requires 46 megabytes. 32 megabytes complete. How much data remains?,14,30,29,46,32
The download requires 42 megabytes. 39 megabytes complete. How much data remains?,3,The download requires 21 megabytes. 18 megabytes complete. How much data remains?,3,42,39,21,18
The storage has 37 gigabytes free. James saves 27 gigabytes of photos. How much space remains?,10,The storage has 34 gigabytes free. James saves 18 gigabytes of photos. How much space remains?,16,37,27,34,18
The storage has 28 gigabytes free. James saves 27 gigabytes of photos. How much space remains?,1,The storage has 17 gigabytes free. James saves 15 gigabytes of photos. How much space remains?,2,28,27,17,15
The video is 14 minutes long. Grace watches 10 minutes. How much video remains?,4,The video is 34 minutes long. Grace watches 9 minutes. How much video remains?,25,14,10,34,9
The video is 48 minutes long. Grace watches 20 minutes. How much video remains?,28,The video is 39 minutes long. Grace watches 38 minutes. How much video remains?,1,48,20,39,38
The app has 33 daily uses allowed. Chloe uses it 10 times. How many uses remain?,23,The app has 30 daily uses allowed. Chloe uses it 18 times. How many uses remain?,12,33,10,30,18
The app has 32 daily uses allowed. Chloe uses it 12 times. How many uses remain?,20,The app has 23 daily uses allowed. Chloe uses it 18 times. How many uses remain?,5,32,12,23,18
"The game has 36 innings. After 25 innings, how many remain?",11,"The game has 31 innings. After 30 innings, how many remain?",1,36,25,31,30
"The game has 22 innings. After 16 innings, how many remain?",6,"The game has 47 innings. After 25 innings, how many remain?",22,22,16,47,25
The scoreboard shows 11 points. The referee deducts 8 points. What is the adjusted score?,3,The scoreboard shows 34 points. The referee deducts 22 points. What is the adjusted score?,12,11,8,34,22
The scoreboard shows 30 points. The referee deducts 4 points. What is the adjusted score?,26,The scoreboard shows 35 points. The referee deducts 30 points. What is the adjusted score?,5,30,4,35,30
The tournament has 48 rounds. James completes 10 rounds. How many rounds remain?,38,The tournament has 28 rounds. James completes 21 rounds. How many rounds remain?,7,48,10,28,21
The tournament has 11 rounds. James completes 2 rounds. How many rounds remain?,9,The tournament has 32 rounds. James completes 26 rounds. How many rounds remain?,6,11,2,32,26
The athlete needs 23 meters to win. They complete 20 meters. How much farther is needed?,3,The athlete needs 46 meters to win. They complete 26 meters. How much farther is needed?,20,23,20,46,26
The athlete needs 43 meters to win. They complete 6 meters. How much farther is needed?,37,The athlete needs 22 meters to win. They complete 21 meters. How much farther is needed?,1,43,6,22,21
The team has 36 timeouts. They call 3 timeouts. How many timeouts remain?,33,The team has 17 timeouts. They call 10 timeouts. How many timeouts remain?,7,36,3,17,10
The team has 16 timeouts. They call 12 timeouts. How many timeouts remain?,4,The team has 42 timeouts. They call 7 timeouts. How many timeouts remain?,35,16,12,42,7
The prescription has 20 doses. Daniel takes 12 doses. How many doses remain?,8,The prescription has 35 doses. Daniel takes 27 doses. How many doses remain?,8,20,12,35,27
The prescription has 38 doses. Daniel takes 12 doses. How many doses remain?,26,The prescription has 12 doses. Daniel takes 3 doses. How many doses remain?,9,38,12,12,3
The treatment requires 41 sessions. William attends 16 sessions. How many sessions remain?,25,The treatment requires 42 sessions. William attends 17 sessions. How many sessions remain?,25,41,16,42,17
The treatment requires 31 sessions. William attends 9 sessions. How many sessions remain?,22,The treatment requires 44 sessions. William attends 1 sessions. How many sessions remain?,43,31,9,44,1
The patient needs 31 milligrams of medicine. The nurse administers 29 milligrams. How much more is needed?,2,The patient needs 20 milligrams of medicine. The nurse administers 18 milligrams. How much more is needed?,2,31,29,20,18
The patient needs 12 milligrams of medicine. The nurse administers 2 milligrams. How much more is needed?,10,The patient needs 30 milligrams of medicine. The nurse administers 12 milligrams. How much more is needed?,18,12,2,30,12
"The therapy lasts 46 weeks. After 17 weeks, how much longer will it continue?",29,"The therapy lasts 21 weeks. After 7 weeks, how much longer will it continue?",14,46,17,21,7
"The therapy lasts 8 weeks. After 2 weeks, how much longer will it continue?",6,"The therapy lasts 24 weeks. After 19 weeks, how much longer will it continue?",5,8,2,24,19
The fitness goal is 19 steps daily. Ava records 1 steps. How many more steps are needed?,18,The fitness goal is 40 steps daily. Ava records 32 steps. How many more steps are needed?,8,19,1,40,32
The fitness goal is 40 steps daily. Ava records 23 steps. How many more steps are needed?,17,The fitness goal is 42 steps daily. Ava records 3 steps. How many more steps are needed?,39,40,23,42,3
The project has 30 tasks. Ava completes 2 tasks. How many tasks remain?,28,The project has 39 tasks. Ava completes 24 tasks. How many tasks remain?,15,30,2,39,24
The project has 48 tasks. Ava completes 9 tasks. How many tasks remain?,39,The project has 22 tasks. Ava completes 14 tasks. How many tasks remain?,8,48,9,22,14
"The workday is 36 hours long. After 24 hours, how much time remains?",12,"The workday is 35 hours long. After 33 hours, how much time remains?",2,36,24,35,33
"The workday is 18 hours long. After 16 hours, how much time remains?",2,"The workday is 20 hours long. After 11 hours, how much time remains?",9,18,16,20,11
The quota requires 50 sales. Zoe makes 15 sales. How many more are needed?,35,The quota requires 45 sales. Zoe makes 44 sales. How many more are needed?,1,50,15,45,44
The quota requires 27 sales. Zoe makes 26 sales. How many more are needed?,1,The quota requires 37 sales. Zoe makes 24 sales. How many more are needed?,13,27,26,37,24
The budget allows 27 dollars. William spends 1 dollars. How much remains?,26,The budget allows 18 dollars. William spends 4 dollars. How much remains?,14,27,1,18,4
The budget allows 31 dollars. William spends 12 dollars. How much remains?,19,The budget allows 8 dollars. William spends 6 dollars. How much remains?,2,31,12,8,6
"The contract lasts 32 months. After 1 months, how much time remains?",31,"The contract lasts 41 months. After 36 months, how much time remains?",5,32,1,41,36
"The contract lasts 43 months. After 27 months, how much time remains?",16,"The contract lasts 21 months. After 16 months, how much time remains?",5,43,27,21,16
"The trip covers 36 kilometers. After 9 kilometers, how much farther is the destination?",27,"The trip covers 26 kilometers. After 15 kilometers, how much farther is the destination?",11,36,9,26,15
"The trip covers 25 kilometers. After 22 kilometers, how much farther is the destination?",3,"The trip covers 49 kilometers. After 45 kilometers, how much farther is the destination?",4,25,22,49,45
"The vacation lasts 28 days. After 19 days, how many days remain?",9,"The vacation lasts 49 days. After 47 days, how many days remain?",2,28,19,49,47
"The vacation lasts 33 days. After 27 days, how many days remain?",6,"The vacation lasts 46 days. After 24 days, how many days remain?",22,33,27,46,24
The suitcase holds 25 kilograms. Henry packs 18 kilograms. How much more weight is allowed?,7,The suitcase holds 43 kilograms. Henry packs 23 kilograms. How much more weight is allowed?,20,25,18,43,23
The suitcase holds 19 kilograms. Henry packs 7 kilograms. How much more weight is allowed?,12,The suitcase holds 23 kilograms. Henry packs 8 kilograms. How much more weight is allowed?,15,19,7,23,8
"The itinerary includes 38 cities. After visiting 14 cities, how many remain?",24,"The itinerary includes 16 cities. After visiting 6 cities, how many remain?",10,38,14,16,6
"The itinerary includes 11 cities. After visiting 10 cities, how many remain?",1,"The itinerary includes 36 cities. After visiting 17 cities, how many remain?",19,11,10,36,17
"The cruise has 10 ports of call. After 7 stops, how many ports remain?",3,"The cruise has 35 ports of call. After 8 stops, how many ports remain?",27,10,7,35,8
"The cruise has 49 ports of call. After 5 stops, how many ports remain?",44,"The cruise has 25 ports of call. After 17 stops, how many ports remain?",8,49,5,25,17
The guest list has 34 people. 15 people cancel. How many attendees are expected?,19,The guest list has 41 people. 3 people cancel. How many attendees are expected?,38,34,15,41,3
The guest list has 48 people. 43 people cancel. How many attendees are expected?,5,The guest list has 35 people. 20 people cancel. How many attendees are expected?,15,48,43,35,20
The venue seats 43 guests. 2 seats are reserved. How many seats are open?,41,The venue seats 27 guests. 14 seats are reserved. How many seats are open?,13,43,2,27,14
The venue seats 45 guests. 7 seats are reserved. How many seats are open?,38,The venue seats 33 guests. 29 seats are reserved. How many seats are open?,4,45,7,33,29
The event budget is 40 dollars. 10 dollars are spent. How much remains?,30,The event budget is 35 dollars. 19 dollars are spent. How much remains?,16,40,10,35,19
The event budget is 40 dollars. 28 dollars are spent. How much remains?,12,The event budget is 46 dollars. 8 dollars are spent. How much remains?,38,40,28,46,8
"The schedule allows 43 minutes per speaker. After 42 minutes, how much time remains?",1,"The schedule allows 37 minutes per speaker. After 14 minutes, how much time remains?",23,43,42,37,14
"The schedule allows 29 minutes per speaker. After 15 minutes, how much time remains?",14,"The schedule allows 23 minutes per speaker. After 15 minutes, how much time remains?",8,29,15,23,15
The conference has 28 sessions. Jacob attends 24 sessions. How many sessions remain?,4,The conference has 29 sessions. Jacob attends 11 sessions. How many sessions remain?,18,28,24,29,11
The conference has 44 sessions. Jacob attends 17 sessions. How many sessions remain?,27,The conference has 25 sessions. Jacob attends 5 sessions. How many sessions remain?,20,44,17,25,5
The blueprint requires 32 boards. Chloe cuts 3 boards. How many more are needed?,29,The blueprint requires 49 boards. Chloe cuts 24 boards. How many more are needed?,25,32,3,49,24
The blueprint requires 5 boards. Chloe cuts 3 boards. How many more are needed?,2,The blueprint requires 28 boards. Chloe cuts 12 boards. How many more are needed?,16,5,3,28,12
The project needs 24 nails. The box contains 4 nails. How many additional nails are needed?,20,The project needs 38 nails. The box contains 33 nails. How many additional nails are needed?,5,24,4,38,33
The project needs 15 nails. The box contains 3 nails. How many additional nails are needed?,12,The project needs 38 nails. The box contains 15 nails. How many additional nails are needed?,23,15,3,38,15
The wall needs 29 bricks. Zoe lays 28 bricks. How many bricks remain?,1,The wall needs 37 bricks. Zoe lays 36 bricks. How many bricks remain?,1,29,28,37,36
The wall needs 23 bricks. Zoe lays 12 bricks. How many bricks remain?,11,The wall needs 44 bricks. Zoe lays 26 bricks. How many bricks remain?,18,23,12,44,26
"The job estimates 11 hours of labor. After 1 hours, how much work remains?",10,"The job estimates 35 hours of labor. After 14 hours, how much work remains?",21,11,1,35,14
"The job estimates 26 hours of labor. After 14 hours, how much work remains?",12,"The job estimates 21 hours of labor. After 11 hours, how much work remains?",10,26,14,21,11
The order requires 12 tiles. Thomas breaks 10 tiles. How many usable tiles remain?,2,The order requires 28 tiles. Thomas breaks 9 tiles. How many usable tiles remain?,19,12,10,28,9
The order requires 39 tiles. Thomas breaks 32 tiles. How many usable tiles remain?,7,The order requires 27 tiles. Thomas breaks 20 tiles. How many usable tiles remain?,7,39,32,27,20
The production line makes 33 units per hour. Maintenance removes 28 units. What is the new output?,5,The production line makes 13 units per hour. Maintenance removes 3 units. What is the new output?,10,33,28,13,3
The production line makes 26 units per hour. Maintenance removes 18 units. What is the new output?,8,The production line makes 47 units per hour. Maintenance removes 15 units. What is the new output?,32,26,18,47,15
The machine processes 37 items daily. 23 items complete. How many items remain?,14,The machine processes 49 items daily. 3 items complete. How many items remain?,46,37,23,49,3
The machine processes 29 items daily. 1 items complete. How many items remain?,28,The machine processes 38 items daily. 28 items complete. How many items remain?,10,29,1,38,28
The quality check finds 27 defects in 42 items. How many items pass inspection?,15,The quality check finds 4 defects in 20 items. How many items pass inspection?,16,42,27,20,4
The quality check finds 6 defects in 22 items. How many items pass inspection?,16,The quality check finds 30 defects in 41 items. How many items pass inspection?,11,22,6,41,30
The shipment contains 29 products. 19 products are damaged. How many are intact?,10,The shipment contains 14 products. 13 products are damaged. How many are intact?,1,29,19,14,13
The shipment contains 48 products. 42 products are damaged. How many are intact?,6,The shipment contains 13 products. 11 products are damaged. How many are intact?,2,48,42,13,11
The order requires 31 components. The bin has 25 components. How many more are needed?,6,The order requires 38 components. The bin has 29 components. How many more are needed?,9,31,25,38,29
The order requires 43 components. The bin has 41 components. How many more are needed?,2,The order requires 30 components. The bin has 21 components. How many more are needed?,9,43,41,30,21
The battery stores 24 kilowatt-hours. 17 kilowatt-hours are used. How much energy remains?,7,The battery stores 25 kilowatt-hours. 10 kilowatt-hours are used. How much energy remains?,15,24,17,25,10
The battery stores 41 kilowatt-hours. 39 kilowatt-hours are used. How much energy remains?,2,The battery stores 34 kilowatt-hours. 25 kilowatt-hours are used. How much energy remains?,9,41,39,34,25
The tank holds 38 liters of fuel. Daniel uses 13 liters. How much fuel remains?,25,The tank holds 32 liters of fuel. Daniel uses 17 liters. How much fuel remains?,15,38,13,32,17
The tank holds 47 liters of fuel. Daniel uses 29 liters. How much fuel remains?,18,The tank holds 30 liters of fuel. Daniel uses 17 liters. How much fuel remains?,13,47,29,30,17
"The generator provides 41 hours of power. After 11 hours, how much runtime remains?",30,"The generator provides 25 hours of power. After 12 hours, how much runtime remains?",13,41,11,25,12
"The generator provides 20 hours of power. After 13 hours, how much runtime remains?",7,"The generator provides 28 hours of power. After 25 hours, how much runtime remains?",3,20,13,28,25
The solar panel produces 45 watts daily. 25 watts are consumed. What is the net production?,20,The solar panel produces 20 watts daily. 9 watts are consumed. What is the net production?,11,45,25,20,9
The solar panel produces 39 watts daily. 10 watts are consumed. What is the net production?,29,The solar panel produces 43 watts daily. 26 watts are consumed. What is the net production?,17,39,10,43,26
The circuit handles 40 amps safely. 6 amps are flowing. How much additional load is possible?,34,The circuit handles 26 amps safely. 21 amps are flowing. How much additional load is possible?,5,40,6,26,21
The circuit handles 23 amps safely. 5 amps are flowing. How much additional load is possible?,18,The circuit handles 34 amps safely. 24 amps are flowing. How much additional load is possible?,10,23,5,34,24
The forest has 23 trees. Loggers remove 16 trees. How many trees remain?,7,The forest has 14 trees. Loggers remove 4 trees. How many trees remain?,10,23,16,14,4
The forest has 36 trees. Loggers remove 34 trees. How many trees remain?,2,The forest has 48 trees. Loggers remove 29 trees. How many trees remain?,19,36,34,48,29
The lake contains 45 fish. 16 fish are caught. How many fish remain?,29,The lake contains 30 fish. 20 fish are caught. How many fish remain?,10,45,16,30,20
The lake contains 32 fish. 29 fish are caught. How many fish remain?,3,The lake contains 14 fish. 6 fish are caught. How many fish remain?,8,32,29,14,6
The reserve protects 34 acres. Development reduces it by 27 acres. What is the current size?,7,The reserve protects 40 acres. Development reduces it by 9 acres. What is the current size?,31,34,27,40,9
The reserve protects 43 acres. Development reduces it by 31 acres. What is the current size?,12,The reserve protects 34 acres. Development reduces it by 10 acres. What is the current size?,24,43,31,34,10
The cleanup targets 29 tons of waste. Volunteers remove 3 tons. How much waste remains?,26,The cleanup targets 24 tons of waste. Volunteers remove 1 tons. How much waste remains?,23,29,3,24,1
The cleanup targets 20 tons of waste. Volunteers remove 16 tons. How much waste remains?,4,The cleanup targets 46 tons of waste. Volunteers remove 9 tons. How much waste remains?,37,20,16,46,9
The air quality index shows 47 particles. Filters remove 31 particles. What is the improved reading?,16,The air quality index shows 11 particles. Filters remove 9 particles. What is the improved reading?,2,47,31,11,9
The air quality index shows 48 particles. Filters remove 39 particles. What is the improved reading?,9,The air quality index shows 17 particles. Filters remove 14 particles. What is the improved reading?,3,48,39,17,14
The puzzle has 38 pieces. Jack connects 16 pieces. How many pieces remain?,22,The puzzle has 35 pieces. Jack connects 24 pieces. How many pieces remain?,11,38,16,35,24
The puzzle has 36 pieces. Jack connects 33 pieces. How many pieces remain?,3,The puzzle has 34 pieces. Jack connects 2 pieces. How many pieces remain?,32,36,33,34,2
The collection contains 32 coins. Jacob sells 2 coins. How many coins remain?,30,The collection contains 42 coins. Jacob sells 25 coins. How many coins remain?,17,32,2,42,25
The collection contains 25 coins. Jacob sells 9 coins. How many coins remain?,16,The collection contains 49 coins. Jacob sells 2 coins. How many coins remain?,47,25,9,49,2
The playlist has 39 songs. Sophia skips 22 songs. How many songs will play?,17,The playlist has 23 songs. Sophia skips 21 songs. How many songs will play?,2,39,22,23,21
The playlist has 32 songs. Sophia skips 21 songs. How many songs will play?,11,The playlist has 22 songs. Sophia skips 10 songs. How many songs will play?,12,32,21,22,10
The gallery displays 27 paintings. 18 paintings go on tour. How many remain on view?,9,The gallery displays 32 paintings. 9 paintings go on tour. How many remain on view?,23,27,18,32,9
The gallery displays 14 paintings. 5 paintings go on tour. How many remain on view?,9,The gallery displays 24 paintings. 2 paintings go on tour. How many remain on view?,22,14,5,24,2
The book has 19 pages. Nora reads 4 pages. How many pages remain?,15,The book has 26 pages. Nora reads 11 pages. How many pages remain?,15,19,4,26,11
The book has 48 pages. Nora reads 28 pages. How many pages remain?,20,The book has 40 pages. Nora reads 12 pages. How many pages remain?,28,48,28,40,12
